I,R,P,O,D
Zebronics Delight Grey 3 W Bluetooth  Speaker,3.9,₹649,"₹4,599",63% off,https://www.flipkart.com/zebronics-delight-grey-3-w-bluetooth-speaker/p/itmbe2ce4e3c8d72?pid=ACCFDXG9RYHZVUHC&lid=LSTACCFDXG9RYHZVUHCWZBRGY&marketplace=FLIPKART&srno=b_3_103&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCFDXG9RYHZVUHC.SEARCH&ssid=v45lf7q4e80000001609474502093
Tiitan DY50 10 W Bluetooth Laptop/Desktop Speaker,3.1,"₹1,690",₹849,7% off,https://www.flipkart.com/tiitan-dy50-10-w-bluetooth-laptop-desktop-speaker/p/itm3e7d5ba676994?pid=ACCFG2WAG3RRZF8Y&lid=LSTACCFG2WAG3RRZF8YCDNOKC&marketplace=FLIPKART&srno=b_3_104&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCFG2WAG3RRZF8Y.SEARCH&ssid=v45lf7q4e80000001609474502093
Zebronics ZEB-FREEDOM Bluetooth Headset,3.8,₹785,"₹2,999",36% off,https://www.flipkart.com/zebronics-zeb-freedom-bluetooth-headset/p/itm92de7a669e9a3?pid=ACCF5G2WGZVCZBHF&lid=LSTACCF5G2WGZVCZBHFVHX4QU&marketplace=FLIPKART&srno=b_3_105&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCF5G2WGZVCZBHF.SEARCH&ssid=v45lf7q4e80000001609474502093
QOR9 WAVEBASS Bluetooth Headset,3.9,"₹1,899",₹899,27% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itm02dd7dca9c53b?pid=ACCFVF6Y2RRRUM49&lid=LSTACCFVF6Y2RRRUM49ZK6JJN&marketplace=FLIPKART&srno=b_3_106&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCFVF6Y2RRRUM49.SEARCH&ssid=v45lf7q4e80000001609474502093
Zebronics Delight Portable Wireless Bluetooth  Speaker,3.4,₹655,₹699,55% off,https://www.flipkart.com/zebronics-delight-portable-wireless-bluetooth-speaker/p/itmdad147c47ec74?pid=ACCF88ZZFXGRGJZ5&lid=LSTACCF88ZZFXGRGJZ5AT0AND&marketplace=FLIPKART&srno=b_3_107&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCF88ZZFXGRGJZ5.SEARCH&ssid=v45lf7q4e80000001609474502093
Zebronics ZEB-BH515 WITH MUSIC Bluetooth Headset,3.2,₹308,₹499,12% off,https://www.flipkart.com/zebronics-zeb-bh515-music-bluetooth-headset/p/itmb60dfc7313001?pid=ACCF4AYAZFTNFFUH&lid=LSTACCF4AYAZFTNFFUHPA1DBW&marketplace=FLIPKART&srno=b_3_108&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCF4AYAZFTNFFUH.SEARCH&ssid=v45lf7q4e80000001609474502093
Zebronics ZEB-BH950 Bluetooth Headset without Mic,3.6,₹438,₹599,11% off,https://www.flipkart.com/zebronics-zeb-bh950-bluetooth-headset-without-mic/p/itm52e172457ec23?pid=ACCFFXHZCHXJRBUW&lid=LSTACCFFXHZCHXJRBUWX6G4C8&marketplace=FLIPKART&srno=b_3_109&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCFFXHZCHXJRBUW.SEARCH&ssid=v45lf7q4e80000001609474502093
Zebronics ZEB-SAGA 3 W Bluetooth  Speaker,3.3,₹529,₹499,70% off,https://www.flipkart.com/zebronics-zeb-saga-3-w-bluetooth-speaker/p/itm813119c855c65?pid=ACCF2EF7DCHTFSGH&lid=LSTACCF2EF7DCHTFSGHHMWECL&marketplace=FLIPKART&srno=b_3_110&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCF2EF7DCHTFSGH.SEARCH&ssid=v45lf7q4e80000001609474502093
ShutterBugs DX-700 Universal Earphones with Mic Wired Headset,4.2,₹149,₹849,39% off,https://www.flipkart.com/shutterbugs-dx-700-universal-earphones-mic-wired-headset/p/itm69c8dce717d1b?pid=ACCFF3PNZUPZUXGC&lid=LSTACCFF3PNZUPZUXGCDBAQ49&marketplace=FLIPKART&srno=b_3_111&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCFF3PNZUPZUXGC.SEARCH&ssid=v45lf7q4e80000001609474502093
Zebronics aura Bluetooth Headset,3.8,₹513,₹999,50% off,https://www.flipkart.com/zebronics-aura-bluetooth-headset/p/itmf889d2549124e?pid=ACCF5XNURXZ4PRNG&lid=LSTACCF5XNURXZ4PRNGSBSJUO&marketplace=FLIPKART&srno=b_3_112&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCF5XNURXZ4PRNG.SEARCH&ssid=v45lf7q4e80000001609474502093
Envent Beatz 307 Wired Headset,3.5,₹499,₹999,33% off,https://www.flipkart.com/envent-beatz-307-wired-headset/p/itmabb02641f8718?pid=ACCFDKAY7TMUWSVK&lid=LSTACCFDKAY7TMUWSVK5CPXMI&marketplace=FLIPKART&srno=b_3_113&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCFDKAY7TMUWSVK.SEARCH&ssid=v45lf7q4e80000001609474502093
Zebronics ZEB-ELEGANCE Wired Headset,3.9,₹669,"₹1,999",40% off,https://www.flipkart.com/zebronics-zeb-elegance-wired-headset/p/itmdb6337e5688df?pid=ACCFDCDSKEJNBTNH&lid=LSTACCFDCDSKEJNBTNHQXEAUE&marketplace=FLIPKART&srno=b_3_114&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCFDCDSKEJNBTNH.SEARCH&ssid=v45lf7q4e80000001609474502093
Zebronics ZEB-SMARTPLUS Bluetooth Headset,3.7,"₹1,199","₹1,399",32% off,https://www.flipkart.com/zebronics-zeb-smartplus-bluetooth-headset/p/itmd2c13f0c648fa?pid=ACCFEKP8R5HUNHFS&lid=LSTACCFEKP8R5HUNHFSFB1TN6&marketplace=FLIPKART&srno=b_3_115&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCFEKP8R5HUNHFS.SEARCH&ssid=v45lf7q4e80000001609474502093
Zebronics ZEB-JOURNEY Bluetooth Headset,3.5,₹938,₹849,16% off,https://www.flipkart.com/zebronics-zeb-journey-bluetooth-headset/p/itma3af615921457?pid=ACCFBHFDFHHHDGTB&lid=LSTACCFBHFDFHHHDGTBU18I8F&marketplace=FLIPKART&srno=b_3_116&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCFBHFDFHHHDGTB.SEARCH&ssid=v45lf7q4e80000001609474502093
Zebronics ZEB-AURA Bluetooth Headset,3.4,₹705,"₹1,999",43% off,https://www.flipkart.com/zebronics-zeb-aura-bluetooth-headset/p/itm6bd1b25080483?pid=ACCFYEUCZF9ZUXFY&lid=LSTACCFYEUCZF9ZUXFYXY6ZKT&marketplace=FLIPKART&srno=b_3_117&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCFYEUCZF9ZUXFY.SEARCH&ssid=v45lf7q4e80000001609474502093
Zebronics Smart Plus Bluetooth Headphone With Mic Bluetooth Headset,4,"₹1,139","₹1,399",17% off,https://www.flipkart.com/zebronics-smart-plus-bluetooth-headphone-mic-headset/p/itma17690cb59a15?pid=ACCFDXRY2GAMZACY&lid=LSTACCFDXRY2GAMZACYHKR3HV&marketplace=FLIPKART&srno=b_3_118&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=055e55ea-0831-4202-876a-3b8524328ba9.ACCFDXRY2GAMZACY.SEARCH&ssid=v45lf7q4e80000001609474502093
Edifier R 12U 4 W Laptop/Desktop Speaker,4.2,"₹1,035","₹1,699",39% off,https://www.flipkart.com/edifier-r-12u-4-w-laptop-desktop-speaker/p/itmfd63b09a9cb27?pid=ACCF46T5UR8YYMEY&lid=LSTACCF46T5UR8YYMEYLYQDSA&marketplace=FLIPKART&srno=b_4_121&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCF46T5UR8YYMEY.SEARCH&ssid=rsd39up9ps0000001609474507275
Chappie Moustache Vivo Y11 / Y12 Wired Headset,3.7,₹299,₹999,70% off,https://www.flipkart.com/chappie-moustache-vivo-y11-y12-wired-headset/p/itm85b969ebfc7a3?pid=ACCFMN23NEGEY4DF&lid=LSTACCFMN23NEGEY4DFARC5SL&marketplace=FLIPKART&srno=b_4_122&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFMN23NEGEY4DF.SEARCH&ssid=rsd39up9ps0000001609474507275
CRICSHOW High Quality Earphones Earbuds EarPods 3.5mm with Remote and Mic Wired Headset,4.2,₹349,₹999,65% off,https://www.flipkart.com/cricshow-high-quality-earphones-earbuds-earpods-3-5mm-remote-mic-wired-headset/p/itm9482c734b4d46?pid=ACCFWGABRHGJDUHZ&lid=LSTACCFWGABRHGJDUHZOSLB9B&marketplace=FLIPKART&srno=b_4_123&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFWGABRHGJDUHZ.SEARCH&ssid=rsd39up9ps0000001609474507275
Olbon SPne 4 W Bluetooth  Speaker,3,₹373,"₹1,390",73% off,https://www.flipkart.com/olbon-spne-4-w-bluetooth-speaker/p/itm4ab0e25e465fe?pid=ACCFPZU9U5KFFDGX&lid=LSTACCFPZU9U5KFFDGXSL9WMP&marketplace=FLIPKART&srno=b_4_124&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_VvRu7UDtbPOzF0jpKuZXymL9yHIWo83hiWqPTS6rUFKrB8uotGCdm7JIFBLlbyXzpCTkhV96blXD18MVUO7AnA%3D%3D&ssid=rsd39up9ps0000001609474507275
TIITAN TW-X6 Bluetooth Headset,3.2,"₹1,229","₹2,999",59% off,https://www.flipkart.com/tiitan-tw-x6-bluetooth-headset/p/itm57d2922c5cae2?pid=ACCFMABRGHEFHVZE&lid=LSTACCFMABRGHEFHVZES9HMOE&marketplace=FLIPKART&srno=b_4_125&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFMABRGHEFHVZE.SEARCH&ssid=rsd39up9ps0000001609474507275
Deparq Red_mi Note 9 Pro Max / Note 9 Pro / Note 9 / 9 / 9 Prime / 9A Wired Headset,3.7,₹299,₹999,70% off,https://www.flipkart.com/deparq-red-mi-note-9-pro-max-prime-9a-wired-headset/p/itm966a889054528?pid=ACCFW67JHWZGYJS2&lid=LSTACCFW67JHWZGYJS2VJUTC3&marketplace=FLIPKART&srno=b_4_126&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFW67JHWZGYJS2.SEARCH&ssid=rsd39up9ps0000001609474507275
HELOKUKI Red_Mi Note 7 Pro / Note 7 / 7A / 7S / A2 / A3 / Wired Headset,4.1,₹299,₹999,70% off,https://www.flipkart.com/helokuki-red-mi-note-7-pro-7a-7s-a2-a3-wired-headset/p/itm59e6266db5660?pid=ACCFTZMR2AWZSWEK&lid=LSTACCFTZMR2AWZSWEKCPPQCP&marketplace=FLIPKART&srno=b_4_127&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFTZMR2AWZSWEK.SEARCH&ssid=rsd39up9ps0000001609474507275
Bongga Prime/Nxt/ 2 /7 Wired Headset,3.8,₹189,₹999,81% off,https://www.flipkart.com/bongga-prime-nxt-2-7-wired-headset/p/itm716bcb3322766?pid=ACCFS256NKEM7KHN&lid=LSTACCFS256NKEM7KHNDEQMKR&marketplace=FLIPKART&srno=b_4_128&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFS256NKEM7KHN.SEARCH&ssid=rsd39up9ps0000001609474507275
Deparq Rea_lme Nrzo 20 Pro / Narzo 20 / 20A / 10 / 10A Wired Headset,3.3,₹299,₹999,70% off,https://www.flipkart.com/deparq-rea-lme-nrzo-20-pro-narzo-20a-10-10a-wired-headset/p/itmae6bfa078c691?pid=ACCFX94FENZYVDGR&lid=LSTACCFX94FENZYVDGRHG3UTT&marketplace=FLIPKART&srno=b_4_129&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFX94FENZYVDGR.SEARCH&ssid=rsd39up9ps0000001609474507275
QOR9 WAVEBASS Bluetooth Headset,5,"₹1,899","₹2,999",36% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itmf1a1c49b90048?pid=ACCFVF6YSUUSFDDE&lid=LSTACCFVF6YSUUSFDDEIAC9GA&marketplace=FLIPKART&srno=b_4_130&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_VvRu7UDtbPOzF0jpKuZXymL9yHIWo83hiWqPTS6rUFJxo2r%2FUgAoyPdSb0780Iwq%2Fff2FEOOs2B%2BwRj5QWRVEA%3D%3D&ssid=rsd39up9ps0000001609474507275
Helokuki Re_alme 6 Pro / 6 / 5 Pro / 5S / 5i / C3 Wired Headset,3.7,₹279,₹999,72% off,https://www.flipkart.com/helokuki-re-alme-6-pro-5-5s-5i-c3-wired-headset/p/itma5b2024cbbc98?pid=ACCFT9GQB2GNBQN6&lid=LSTACCFT9GQB2GNBQN6BW9OQT&marketplace=FLIPKART&srno=b_4_131&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFT9GQB2GNBQN6.SEARCH&ssid=rsd39up9ps0000001609474507275
Helokuki V_ivo V11 Pro/ V9/ V17/ NEX Wired Headset,3.5,₹278,₹999,72% off,https://www.flipkart.com/helokuki-v-ivo-v11-pro-v9-v17-nex-wired-headset/p/itm56b653a31dce7?pid=ACCFSWNMNQNWJDPP&lid=LSTACCFSWNMNQNWJDPPLZABK6&marketplace=FLIPKART&srno=b_4_132&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFSWNMNQNWJDPP.SEARCH&ssid=rsd39up9ps0000001609474507275
Gionee earphone Wired Headset,4.3,₹299,"₹1,299",76% off,https://www.flipkart.com/gionee-earphone-wired-headset/p/itm50fdd41733605?pid=ACCFWY4BEJH58HPE&lid=LSTACCFWY4BEJH58HPE6GGHYY&marketplace=FLIPKART&srno=b_4_133&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFWY4BEJH58HPE.SEARCH&ssid=rsd39up9ps0000001609474507275
QOR9 TRENDER Y1 Bluetooth Headset,4.7,"₹1,299","₹1,999",35% off,https://www.flipkart.com/qor9-trender-y1-bluetooth-headset/p/itmb357c3446103f?pid=ACCFSPY8XYPVEAXW&lid=LSTACCFSPY8XYPVEAXWVYKBAL&marketplace=FLIPKART&srno=b_4_134&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFSPY8XYPVEAXW.SEARCH&ssid=rsd39up9ps0000001609474507275
Chappie Moustache Redmi Note 8 Pro/ Note8/ 8 Wired Headset,3.7,₹299,₹999,70% off,https://www.flipkart.com/chappie-moustache-redmi-note-8-pro-note8-wired-headset/p/itme5481db4b62c7?pid=ACCFMWW5HCJZRMGH&lid=LSTACCFMWW5HCJZRMGHNUFWPL&marketplace=FLIPKART&srno=b_4_135&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFMWW5HCJZRMGH.SEARCH&ssid=rsd39up9ps0000001609474507275
HELOKUKI Re Wired Headset,3.8,₹299,₹999,70% off,https://www.flipkart.com/helokuki-re-wired-headset/p/itm7a08a3168044b?pid=ACCFUF439CGDQFZP&lid=LSTACCFUF439CGDQFZPVPB0EX&marketplace=FLIPKART&srno=b_4_136&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFUF439CGDQFZP.SEARCH&ssid=rsd39up9ps0000001609474507275
Obin SP-32 Premium 5 W Bluetooth  Speaker,3.3,₹447,"₹1,499",70% off,https://www.flipkart.com/obin-sp-32-premium-5-w-bluetooth-speaker/p/itm8949af96bb824?pid=ACCFMHK2GWHRRKS4&lid=LSTACCFMHK2GWHRRKS4NAU9GM&marketplace=FLIPKART&srno=b_4_137&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFMHK2GWHRRKS4.SEARCH&ssid=rsd39up9ps0000001609474507275
AR SON ENTERPRISE CL-671 10 W Bluetooth  Speaker,3.2,₹450,"₹1,499",69% off,https://www.flipkart.com/ar-son-enterprise-cl-671-10-w-bluetooth-speaker/p/itm56a38d1902d63?pid=ACCFWN6GV6ANZMY2&lid=LSTACCFWN6GV6ANZMY2E04HYE&marketplace=FLIPKART&srno=b_4_138&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFWN6GV6ANZMY2.SEARCH&ssid=rsd39up9ps0000001609474507275
HELOKUKI V_ivo V20 SE / V20 / Y20 / U20 / Wired Headset,3.5,₹289,₹999,71% off,https://www.flipkart.com/helokuki-v-ivo-v20-se-y20-u20-wired-headset/p/itmbec58cf9a4f87?pid=ACCFXCMCQ2FRWJER&lid=LSTACCFXCMCQ2FRWJERNYTM5H&marketplace=FLIPKART&srno=b_4_139&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFXCMCQ2FRWJER.SEARCH&ssid=rsd39up9ps0000001609474507275
obin WS-887 5 W Bluetooth  Speaker,2.8,₹319,"₹1,499",78% off,https://www.flipkart.com/obin-ws-887-5-w-bluetooth-speaker/p/itmafac2cc8e43ee?pid=ACCFBSBWJG6VZ9GT&lid=LSTACCFBSBWJG6VZ9GTUW8VXC&marketplace=FLIPKART&srno=b_4_140&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFBSBWJG6VZ9GT.SEARCH&ssid=rsd39up9ps0000001609474507275
RENMAX Bluetooth Music Bulb LED 5 W Bluetooth  Speaker,3.4,₹549,₹999,45% off,https://www.flipkart.com/renmax-bluetooth-music-bulb-led-5-w-speaker/p/itmc51042d00ec15?pid=ACCFTGUDSF82NHYM&lid=LSTACCFTGUDSF82NHYMXJSCLG&marketplace=FLIPKART&srno=b_4_141&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFTGUDSF82NHYM.SEARCH&ssid=rsd39up9ps0000001609474507275
Tiitan TW-X5 Bluetooth Headset,4.3,"₹1,490","₹2,999",50% off,https://www.flipkart.com/tiitan-tw-x5-bluetooth-headset/p/itmf59f082437dc2?pid=ACCFPJEH2PG5TSZE&lid=LSTACCFPJEH2PG5TSZEHHSCJT&marketplace=FLIPKART&srno=b_4_142&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFPJEH2PG5TSZE.SEARCH&ssid=rsd39up9ps0000001609474507275
HELOKUKI R_ed_mi Note 9 Pro / Note 9 / Note 8 / Note 8 Pro / 8 / 8A / Wired Headset,2.7,₹299,₹999,70% off,https://www.flipkart.com/helokuki-r-ed-mi-note-9-pro-8-8a-wired-headset/p/itm0b6643606de94?pid=ACCFTZ7HKWQT6T4V&lid=LSTACCFTZ7HKWQT6T4VFKJVDN&marketplace=FLIPKART&srno=b_4_143&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFTZ7HKWQT6T4V.SEARCH&ssid=rsd39up9ps0000001609474507275
"CRICSHOW 2 Pack ,vi.vo,U20,reno4pro,.i with stereo sound Wired Headset",3.5,₹289,₹999,71% off,https://www.flipkart.com/cricshow-2-pack-vi-vo-u20-reno4pro-i-stereo-sound-wired-headset/p/itm5b4288caf174f?pid=ACCFVRTWTQMYMTQK&lid=LSTACCFVRTWTQMYMTQK08KVTH&marketplace=FLIPKART&srno=b_4_144&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFVRTWTQMYMTQK.SEARCH&ssid=rsd39up9ps0000001609474507275
Helokuki Re_alme Narzo 10 A / X2 /X2 Pro / XT / X /3i Wired Headset,3.7,₹279,₹999,72% off,https://www.flipkart.com/helokuki-re-alme-narzo-10-x2-x2-pro-xt-x-3i-wired-headset/p/itm9689de0ec961c?pid=ACCFT9GZYTS7JEGU&lid=LSTACCFT9GZYTS7JEGUXW1SEH&marketplace=FLIPKART&srno=b_4_145&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFT9GZYTS7JEGU.SEARCH&ssid=rsd39up9ps0000001609474507275
Chappie Moustache Vivo V9/ V11Pro Wired Headset,3.1,₹299,₹999,70% off,https://www.flipkart.com/chappie-moustache-vivo-v9-v11pro-wired-headset/p/itm60dacb6b062c9?pid=ACCFMHZEKTNJF6HS&lid=LSTACCFMHZEKTNJF6HSNMKAGT&marketplace=FLIPKART&srno=b_4_146&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=1ec147c8-ce4e-4e88-89a4-3dee0e98b687.ACCFMHZEKTNJF6HS.SEARCH&ssid=rsd39up9ps0000001609474507275
