I,R,P,O,D
Deparq V_IVO V7 PLUS V17 V5 Y50 Wired Headset,3.3,₹278,9,72% off,https://www.flipkart.com/deparq-v-ivo-v7-plus-v17-v5-y50-wired-headset/p/itmbdfad1c470ecc?pid=ACCFVN88GHEFHA6F&lid=LSTACCFVN88GHEFHA6F5VXHDT&marketplace=FLIPKART&srno=b_2_46&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFVN88GHEFHA6F.SEARCH&ssid=kdjpqdpdr40000001609495475356
HELO KUKI Poco X3 / X2 / C3 / M2 Pro / M2 / Wired Headset,3.3,₹289,9,71% off,https://www.flipkart.com/helo-kuki-poco-x3-x2-c3-m2-pro-wired-headset/p/itmee22ee940fc49?pid=ACCFX95TDTKSD592&lid=LSTACCFX95TDTKSD592EOAKDC&marketplace=FLIPKART&srno=b_2_47&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFX95TDTKSD592.SEARCH&ssid=kdjpqdpdr40000001609495475356
Deparq Re_al_me C15 / C12 / C11 / C3 / C2 / Wired Headset,3.8,₹299,9,70% off,https://www.flipkart.com/deparq-re-al-me-c15-c12-c11-c3-c2-wired-headset/p/itmd9c06b4ddbacc?pid=ACCFXCMCDBNKXGEM&lid=LSTACCFXCMCDBNKXGEMIIIVT5&marketplace=FLIPKART&srno=b_2_48&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFXCMCDBNKXGEM.SEARCH&ssid=kdjpqdpdr40000001609495475356
Deparq V_ivo Y 17 / Y12 / Y90 / V15 / Z1x / Y91 / Y81 / V11 Pro Wired Headset,3.8,₹299,9,70% off,https://www.flipkart.com/deparq-v-ivo-y-17-y12-y90-v15-z1x-y91-y81-v11-pro-wired-headset/p/itm434521b87ee1b?pid=ACCFWF8GZMZ4KZRM&lid=LSTACCFWF8GZMZ4KZRMA8VIM3&marketplace=FLIPKART&srno=b_2_49&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFWF8GZMZ4KZRM.SEARCH&ssid=kdjpqdpdr40000001609495475356
QOR9 WAVEBASS Bluetooth Headset,4.4,"₹1,899",2,36% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itmf1a1c49b90048?pid=ACCFVF6YSUUSFDDE&lid=LSTACCFVF6YSUUSFDDEIAC9GA&marketplace=FLIPKART&srno=b_2_50&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_QXi8uM6i9JfIjY%2F%2BaAmErQTDHrA5YMewScuTeO5lMoX7N9tAzmuty0hzRVTQekQq%2Fff2FEOOs2B%2BwRj5QWRVEA%3D%3D&ssid=kdjpqdpdr40000001609495475356
Edifier R19 U 4 W Laptop/Desktop Speaker,3.2,"₹1,701",1,14% off,https://www.flipkart.com/edifier-r19-u-4-w-laptop-desktop-speaker/p/itme4c7405551558?pid=ACCFEJUVTD7H6ZAT&lid=LSTACCFEJUVTD7H6ZATBEHF80&marketplace=FLIPKART&srno=b_2_51&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFEJUVTD7H6ZAT.SEARCH&ssid=kdjpqdpdr40000001609495475356
Deparq Red_mi Note 8 Pro / Note 8 / 9i / 8 / 8A / K20 Pro Wired Headset,2.9,₹299,9,70% off,https://www.flipkart.com/deparq-red-mi-note-8-pro-9i-8a-k20-wired-headset/p/itmca2e0dd7b0643?pid=ACCFWF6XWNBTGHWJ&lid=LSTACCFWF6XWNBTGHWJLYG7YB&marketplace=FLIPKART&srno=b_2_52&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFWF6XWNBTGHWJ.SEARCH&ssid=kdjpqdpdr40000001609495475356
"CRICSHOW MI,Redmi,Motorola,VIVO,Oppo,Micromax A007 Mobile supported Wired Headset",3.5,₹219,6,68% off,https://www.flipkart.com/cricshow-mi-redmi-motorola-vivo-oppo-micromax-a007-mobile-supported-wired-headset/p/itmc2e2b33defa4e?pid=ACCFURAFU6HEBQJV&lid=LSTACCFURAFU6HEBQJVFRB551&marketplace=FLIPKART&srno=b_2_53&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFURAFU6HEBQJV.SEARCH&ssid=kdjpqdpdr40000001609495475356
Helokuki Re_alme X3 / XT / X2 / X2 Pro / Wired Headset,3.7,₹299,9,70% off,https://www.flipkart.com/helokuki-re-alme-x3-xt-x2-pro-wired-headset/p/itm071a7505ce807?pid=ACCFUADYWX2F2DA9&lid=LSTACCFUADYWX2F2DA94H0AHT&marketplace=FLIPKART&srno=b_2_54&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFUADYWX2F2DA9.SEARCH&ssid=kdjpqdpdr40000001609495475356
Helokuki Re_al_me X2 Pro / X2 / XT / X / 5 Pro / 5S / 3i Wired Headset,3,₹278,9,72% off,https://www.flipkart.com/helokuki-re-al-me-x2-pro-xt-x-5-5s-3i-wired-headset/p/itm8c64ba9faf974?pid=ACCFSXH7EWSEGH2C&lid=LSTACCFSXH7EWSEGH2CKLGX6W&marketplace=FLIPKART&srno=b_2_55&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFSXH7EWSEGH2C.SEARCH&ssid=kdjpqdpdr40000001609495475356
Envent LiveTune 505 Wired Headset,3.2,"₹1,099",1,45% off,https://www.flipkart.com/envent-livetune-505-wired-headset/p/itm02877f85dd684?pid=ACCEVKHNXG8GNJ4Q&lid=LSTACCEVKHNXG8GNJ4Q5YHUGG&marketplace=FLIPKART&srno=b_2_56&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCEVKHNXG8GNJ4Q.SEARCH&ssid=kdjpqdpdr40000001609495475356
Chappie Moustache Vivo Y11 / Y12 Wired Headset,3.7,₹299,9,70% off,https://www.flipkart.com/chappie-moustache-vivo-y11-y12-wired-headset/p/itm85b969ebfc7a3?pid=ACCFMN23NEGEY4DF&lid=LSTACCFMN23NEGEY4DFARC5SL&marketplace=FLIPKART&srno=b_2_57&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFMN23NEGEY4DF.SEARCH&ssid=kdjpqdpdr40000001609495475356
CRICSHOW High Quality Earphones Earbuds EarPods 3.5mm with Remote and Mic Wired Headset,4,₹349,9,65% off,https://www.flipkart.com/cricshow-high-quality-earphones-earbuds-earpods-3-5mm-remote-mic-wired-headset/p/itm9482c734b4d46?pid=ACCFWGABRHGJDUHZ&lid=LSTACCFWGABRHGJDUHZOSLB9B&marketplace=FLIPKART&srno=b_2_58&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFWGABRHGJDUHZ.SEARCH&ssid=kdjpqdpdr40000001609495475356
TIITAN TW-X6 Bluetooth Headset,4.1,"₹1,229",2,59% off,https://www.flipkart.com/tiitan-tw-x6-bluetooth-headset/p/itm57d2922c5cae2?pid=ACCFMABRGHEFHVZE&lid=LSTACCFMABRGHEFHVZES9HMOE&marketplace=FLIPKART&srno=b_2_59&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFMABRGHEFHVZE.SEARCH&ssid=kdjpqdpdr40000001609495475356
Lumiford X iaHD-XP30 Bluetooth Headset,3.3,"₹1,449",2,46% off,https://www.flipkart.com/lumiford-x-iahd-xp30-bluetooth-headset/p/itme8ca4ca75f578?pid=ACCFME234BSB9SZY&lid=LSTACCFME234BSB9SZYDK9B9F&marketplace=FLIPKART&srno=b_2_60&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFME234BSB9SZY.SEARCH&ssid=kdjpqdpdr40000001609495475356
Deparq Red_mi Note 9 Pro Max / Note 9 Pro / Note 9 / 9 / 9 Prime / 9A Wired Headset,4,₹299,9,70% off,https://www.flipkart.com/deparq-red-mi-note-9-pro-max-prime-9a-wired-headset/p/itm966a889054528?pid=ACCFW67JHWZGYJS2&lid=LSTACCFW67JHWZGYJS2VJUTC3&marketplace=FLIPKART&srno=b_2_61&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFW67JHWZGYJS2.SEARCH&ssid=kdjpqdpdr40000001609495475356
HELOKUKI Red_Mi Note 7 Pro / Note 7 / 7A / 7S / A2 / A3 / Wired Headset,5,₹299,9,70% off,https://www.flipkart.com/helokuki-red-mi-note-7-pro-7a-7s-a2-a3-wired-headset/p/itm59e6266db5660?pid=ACCFTZMR2AWZSWEK&lid=LSTACCFTZMR2AWZSWEKCPPQCP&marketplace=FLIPKART&srno=b_2_62&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFTZMR2AWZSWEK.SEARCH&ssid=kdjpqdpdr40000001609495475356
Envent Saber 300 Bluetooth Headset,3.8,"₹1,499",2,50% off,https://www.flipkart.com/envent-saber-300-bluetooth-headset/p/itm6d3b179941ecc?pid=ACCF94ERSDBKHXFA&lid=LSTACCF94ERSDBKHXFA4JZKIJ&marketplace=FLIPKART&srno=b_2_63&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCF94ERSDBKHXFA.SEARCH&ssid=kdjpqdpdr40000001609495475356
Bongga Prime/Nxt/ 2 /7 Wired Headset,4,₹189,9,81% off,https://www.flipkart.com/bongga-prime-nxt-2-7-wired-headset/p/itm716bcb3322766?pid=ACCFS256NKEM7KHN&lid=LSTACCFS256NKEM7KHNDEQMKR&marketplace=FLIPKART&srno=b_2_64&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFS256NKEM7KHN.SEARCH&ssid=kdjpqdpdr40000001609495475356
Deparq Rea_lme Nrzo 20 Pro / Narzo 20 / 20A / 10 / 10A Wired Headset,4,₹299,9,70% off,https://www.flipkart.com/deparq-rea-lme-nrzo-20-pro-narzo-20a-10-10a-wired-headset/p/itmae6bfa078c691?pid=ACCFX94FENZYVDGR&lid=LSTACCFX94FENZYVDGRHG3UTT&marketplace=FLIPKART&srno=b_2_65&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFX94FENZYVDGR.SEARCH&ssid=kdjpqdpdr40000001609495475356
Helokuki Re_alme 6 Pro / 6 / 5 Pro / 5S / 5i / C3 Wired Headset,4.2,₹279,9,72% off,https://www.flipkart.com/helokuki-re-alme-6-pro-5-5s-5i-c3-wired-headset/p/itma5b2024cbbc98?pid=ACCFT9GQB2GNBQN6&lid=LSTACCFT9GQB2GNBQN6BW9OQT&marketplace=FLIPKART&srno=b_2_66&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFT9GQB2GNBQN6.SEARCH&ssid=kdjpqdpdr40000001609495475356
Envent Saber 300 BLK Bluetooth Headset,3,"₹1,499",2,50% off,https://www.flipkart.com/envent-saber-300-blk-bluetooth-headset/p/itm6e19832605765?pid=ACCF8G2TCHAEZXHK&lid=LSTACCF8G2TCHAEZXHK7TRGKU&marketplace=FLIPKART&srno=b_2_67&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCF8G2TCHAEZXHK.SEARCH&ssid=kdjpqdpdr40000001609495475356
Helokuki V_ivo V11 Pro/ V9/ V17/ NEX Wired Headset,3.9,₹278,9,72% off,https://www.flipkart.com/helokuki-v-ivo-v11-pro-v9-v17-nex-wired-headset/p/itm56b653a31dce7?pid=ACCFSWNMNQNWJDPP&lid=LSTACCFSWNMNQNWJDPPLZABK6&marketplace=FLIPKART&srno=b_2_68&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFSWNMNQNWJDPP.SEARCH&ssid=kdjpqdpdr40000001609495475356
Gionee earphone Wired Headset,4.2,₹299,1,76% off,https://www.flipkart.com/gionee-earphone-wired-headset/p/itm50fdd41733605?pid=ACCFWY4BEJH58HPE&lid=LSTACCFWY4BEJH58HPE6GGHYY&marketplace=FLIPKART&srno=b_2_69&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFWY4BEJH58HPE.SEARCH&ssid=kdjpqdpdr40000001609495475356
Zebronics ZEB-BRO Wired Headset,3.6,₹157,2,47% off,https://www.flipkart.com/zebronics-zeb-bro-wired-headset/p/itm4eb1ce78d954d?pid=ACCFHECY3ZNGWSRH&lid=LSTACCFHECY3ZNGWSRHSFOL1A&marketplace=FLIPKART&srno=b_2_70&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFHECY3ZNGWSRH.SEARCH&ssid=kdjpqdpdr40000001609495475356
Zebronics Zeb-Thunder(Blue) Bluetooth Headset,4,₹662,1,44% off,https://www.flipkart.com/zebronics-zeb-thunder-blue-bluetooth-headset/p/itme9a5850a9660e?pid=ACCFBH83ZFXQHSPU&lid=LSTACCFBH83ZFXQHSPUDBFFET&marketplace=FLIPKART&srno=b_2_71&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFBH83ZFXQHSPU.SEARCH&ssid=kdjpqdpdr40000001609495475356
Zebronics ZEB-THUNDER Bluetooth Headset,3.9,₹778,1,35% off,https://www.flipkart.com/zebronics-zeb-thunder-bluetooth-headset/p/itm10d7266f45daf?pid=ACCFBB8BYKCCRBZH&lid=LSTACCFBB8BYKCCRBZH98IDP4&marketplace=FLIPKART&srno=b_2_72&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFBB8BYKCCRBZH.SEARCH&ssid=kdjpqdpdr40000001609495475356
Envent Musique 20 W Home Theatre,3.8,"₹1,799",2,40% off,https://www.flipkart.com/envent-musique-20-w-home-theatre/p/itm3d93f967d7359?pid=ACCEW5D7KYPZVZEV&lid=LSTACCEW5D7KYPZVZEVJFQZ9T&marketplace=FLIPKART&srno=b_2_73&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCEW5D7KYPZVZEV.SEARCH&ssid=kdjpqdpdr40000001609495475356
Helokuki Narzo 10 / 10 A / 5Pro / 5s / 5i Wired Headset,(26),₹299,9,70% off,https://www.flipkart.com/helokuki-narzo-10-5pro-5s-5i-wired-headset/p/itmf21f1a17fb382?pid=ACCFU9B6QYUR54SW&lid=LSTACCFU9B6QYUR54SWP6DQY7&marketplace=FLIPKART&srno=b_2_74&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFU9B6QYUR54SW.SEARCH&ssid=kdjpqdpdr40000001609495475356
"Zebronics BUILT IN FM RADIO,SUPPORTS microSD,AUX Bluetooth Headset",(46),₹716,1,40% off,https://www.flipkart.com/zebronics-built-fm-radio-supports-microsd-aux-bluetooth-headset/p/itmba31837f28c98?pid=ACCFBB8KDRVQEAPR&lid=LSTACCFBB8KDRVQEAPRISU5MN&marketplace=FLIPKART&srno=b_2_75&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFBB8KDRVQEAPR.SEARCH&ssid=kdjpqdpdr40000001609495475356
Envent Beatz 307 GY Wired Headset,(3),₹527,9,47% off,https://www.flipkart.com/envent-beatz-307-gy-wired-headset/p/itmef7a2cb0471bd?pid=ACCFDJ6XR4ZYAPKB&lid=LSTACCFDJ6XR4ZYAPKB5XFKNN&marketplace=FLIPKART&srno=b_2_76&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFDJ6XR4ZYAPKB.SEARCH&ssid=kdjpqdpdr40000001609495475356
Zebronics ZEB-COROLLA Wired Headset,(10),₹184,3,53% off,https://www.flipkart.com/zebronics-zeb-corolla-wired-headset/p/itmf9c20c162f9e8?pid=ACCFJ3FKXC2SSVYX&lid=LSTACCFJ3FKXC2SSVYXFJEGGB&marketplace=FLIPKART&srno=b_2_77&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFJ3FKXC2SSVYX.SEARCH&ssid=kdjpqdpdr40000001609495475356
Zebronics ZEB-THUNDER Bluetooth Headset,(38),₹666,1,44% off,https://www.flipkart.com/zebronics-zeb-thunder-bluetooth-headset/p/itmf1f5bf9c5353a?pid=ACCFBHDF8UG8GQGV&lid=LSTACCFBHDF8UG8GQGVVLPEW4&marketplace=FLIPKART&srno=b_2_78&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFBHDF8UG8GQGV.SEARCH&ssid=kdjpqdpdr40000001609495475356
"Zebronics THUNDER BUILT IN FM RADIO,SUPPORTS microSD,AUX FUNCTION Bluetooth Headset",(7),₹713,1,40% off,https://www.flipkart.com/zebronics-thunder-built-fm-radio-supports-microsd-aux-function-bluetooth-headset/p/itmc1762b4ec2f1d?pid=ACCFBB8THWUYGMP6&lid=LSTACCFBB8THWUYGMP6WOMKJX&marketplace=FLIPKART&srno=b_2_79&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFBB8THWUYGMP6.SEARCH&ssid=kdjpqdpdr40000001609495475356
QOR9 TRENDER Y2 Bluetooth Headset,(4),"₹1,169",1,41% off,https://www.flipkart.com/qor9-trender-y2-bluetooth-headset/p/itm0b9a028f1818d?pid=ACCFSPYBA2D99XRB&lid=LSTACCFSPYBA2D99XRBZDX1GM&marketplace=FLIPKART&srno=b_2_80&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=5d56d685-d028-4d15-91d7-31b8cf888c92.ACCFSPYBA2D99XRB.SEARCH&ssid=kdjpqdpdr40000001609495475356
Zebronics cool20 Bluetooth Headset,3.7,₹322,4,35% off,https://www.flipkart.com/zebronics-cool20-bluetooth-headset/p/itm54b75150b2e0b?pid=ACCFE56MCTYMPBEJ&lid=LSTACCFE56MCTYMPBEJKP08RH&marketplace=FLIPKART&srno=b_3_81&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFE56MCTYMPBEJ.SEARCH&ssid=1iih2t3um80000001609495483976
Envent Reverb ET-SP21231 30 W Laptop/Desktop Speaker,3.9,"₹1,799",3,45% off,https://www.flipkart.com/envent-reverb-et-sp21231-30-w-laptop-desktop-speaker/p/itm49f4b3ceaf428?pid=ACCDUQSMJJPGJFDD&lid=LSTACCDUQSMJJPGJFDDA5SSKN&marketplace=FLIPKART&srno=b_3_82&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCDUQSMJJPGJFDD.SEARCH&ssid=1iih2t3um80000001609495483976
Blaupunkt EM01 Wired Headset,4.2,₹399,1,63% off,https://www.flipkart.com/blaupunkt-em01-wired-headset/p/itm7f806cf86b97d?pid=ACCFBMC5QAWFMSV6&lid=LSTACCFBMC5QAWFMSV6K7WSGG&marketplace=FLIPKART&srno=b_3_83&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFBMC5QAWFMSV6.SEARCH&ssid=1iih2t3um80000001609495483976
Olbon SPne 4 W Bluetooth  Speaker,4.2,₹373,1,73% off,https://www.flipkart.com/olbon-spne-4-w-bluetooth-speaker/p/itm4ab0e25e465fe?pid=ACCFPZU9U5KFFDGX&lid=LSTACCFPZU9U5KFFDGXSL9WMP&marketplace=FLIPKART&srno=b_3_84&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_GaoRMtu5mS9Po%2FYjEpYTsKKldz%2BF9cdicekS1oFSso0CyN%2B0xCRAyyy7nJ5CNrwfpCTkhV96blXD18MVUO7AnA%3D%3D&ssid=1iih2t3um80000001609495483976
Zebronics BUDDY 5 W Bluetooth  Speaker,3.9,"₹1,160",1,31% off,https://www.flipkart.com/zebronics-buddy-5-w-bluetooth-speaker/p/itm15dcbc45f88e3?pid=ACCF2BQKNRGN5WPB&lid=LSTACCF2BQKNRGN5WPBFSGCLF&marketplace=FLIPKART&srno=b_3_85&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCF2BQKNRGN5WPB.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics WIRELESS ZEB-COOL 10 Bluetooth Headset,3.3,₹380,4,23% off,https://www.flipkart.com/zebronics-wireless-zeb-cool-10-bluetooth-headset/p/itme64f664c1bef9?pid=ACCFNPSYZQFH8T9R&lid=LSTACCFNPSYZQFH8T9RWRZORF&marketplace=FLIPKART&srno=b_3_86&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFNPSYZQFH8T9R.SEARCH&ssid=1iih2t3um80000001609495483976
Zebronics zEB-dISC Bluetooth Headset,4,₹869,1,37% off,https://www.flipkart.com/zebronics-zeb-disc-bluetooth-headset/p/itm0a72590891edd?pid=ACCF4Z447SXKZFJP&lid=LSTACCF4Z447SXKZFJPU8HZLU&marketplace=FLIPKART&srno=b_3_87&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCF4Z447SXKZFJP.SEARCH&ssid=1iih2t3um80000001609495483976
Envent Melody 700 35 W Home Theatre,3,"₹1,999",4,53% off,https://www.flipkart.com/envent-melody-700-35-w-home-theatre/p/itm836dcfd5042b4?pid=ACCFKHP58ZHNNGXG&lid=LSTACCFKHP58ZHNNGXGHTPAN4&marketplace=FLIPKART&srno=b_3_88&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=3ab1cb20-ce3f-4ec9-997f-6a98ac391b52.ACCFKHP58ZHNNGXG.SEARCH&ssid=1iih2t3um80000001609495483976
