I,R,P,O,D
Envent LiveTune 505 Wired Headset,3,"₹1,099","₹1,999",45% off,https://www.flipkart.com/envent-livetune-505-wired-headset/p/itm02877f85dd684?pid=ACCEVKHNXG8GNJ4Q&lid=LSTACCEVKHNXG8GNJ4Q5YHUGG&marketplace=FLIPKART&srno=b_2_54&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCEVKHNXG8GNJ4Q.SEARCH&ssid=95wirq10000000001609485821362
Edifier R 12U 4 W Laptop/Desktop Speaker,3.2,"₹1,035","₹1,699",39% off,https://www.flipkart.com/edifier-r-12u-4-w-laptop-desktop-speaker/p/itmfd63b09a9cb27?pid=ACCF46T5UR8YYMEY&lid=LSTACCF46T5UR8YYMEYLYQDSA&marketplace=FLIPKART&srno=b_2_55&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCF46T5UR8YYMEY.SEARCH&ssid=95wirq10000000001609485821362
Chappie Moustache Vivo Y11 / Y12 Wired Headset,3.7,₹299,₹999,70% off,https://www.flipkart.com/chappie-moustache-vivo-y11-y12-wired-headset/p/itm85b969ebfc7a3?pid=ACCFMN23NEGEY4DF&lid=LSTACCFMN23NEGEY4DFARC5SL&marketplace=FLIPKART&srno=b_2_56&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCFMN23NEGEY4DF.SEARCH&ssid=95wirq10000000001609485821362
CRICSHOW High Quality Earphones Earbuds EarPods 3.5mm with Remote and Mic Wired Headset,4,₹349,₹999,65% off,https://www.flipkart.com/cricshow-high-quality-earphones-earbuds-earpods-3-5mm-remote-mic-wired-headset/p/itm9482c734b4d46?pid=ACCFWGABRHGJDUHZ&lid=LSTACCFWGABRHGJDUHZOSLB9B&marketplace=FLIPKART&srno=b_2_57&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCFWGABRHGJDUHZ.SEARCH&ssid=95wirq10000000001609485821362
TIITAN TW-X6 Bluetooth Headset,3.2,"₹1,229","₹2,999",59% off,https://www.flipkart.com/tiitan-tw-x6-bluetooth-headset/p/itm57d2922c5cae2?pid=ACCFMABRGHEFHVZE&lid=LSTACCFMABRGHEFHVZES9HMOE&marketplace=FLIPKART&srno=b_2_58&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCFMABRGHEFHVZE.SEARCH&ssid=95wirq10000000001609485821362
Lumiford X iaHD-XP30 Bluetooth Headset,4.1,"₹1,449","₹2,725",46% off,https://www.flipkart.com/lumiford-x-iahd-xp30-bluetooth-headset/p/itme8ca4ca75f578?pid=ACCFME234BSB9SZY&lid=LSTACCFME234BSB9SZYDK9B9F&marketplace=FLIPKART&srno=b_2_59&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCFME234BSB9SZY.SEARCH&ssid=95wirq10000000001609485821362
Deparq Red_mi Note 9 Pro Max / Note 9 Pro / Note 9 / 9 / 9 Prime / 9A Wired Headset,3.3,₹299,₹999,70% off,https://www.flipkart.com/deparq-red-mi-note-9-pro-max-prime-9a-wired-headset/p/itm966a889054528?pid=ACCFW67JHWZGYJS2&lid=LSTACCFW67JHWZGYJS2VJUTC3&marketplace=FLIPKART&srno=b_2_60&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCFW67JHWZGYJS2.SEARCH&ssid=95wirq10000000001609485821362
HELOKUKI Red_Mi Note 7 Pro / Note 7 / 7A / 7S / A2 / A3 / Wired Headset,4,₹299,₹999,70% off,https://www.flipkart.com/helokuki-red-mi-note-7-pro-7a-7s-a2-a3-wired-headset/p/itm59e6266db5660?pid=ACCFTZMR2AWZSWEK&lid=LSTACCFTZMR2AWZSWEKCPPQCP&marketplace=FLIPKART&srno=b_2_61&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCFTZMR2AWZSWEK.SEARCH&ssid=95wirq10000000001609485821362
Envent Saber 300 Bluetooth Headset,5,"₹1,499","₹2,999",50% off,https://www.flipkart.com/envent-saber-300-bluetooth-headset/p/itm6d3b179941ecc?pid=ACCF94ERSDBKHXFA&lid=LSTACCF94ERSDBKHXFA4JZKIJ&marketplace=FLIPKART&srno=b_2_62&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCF94ERSDBKHXFA.SEARCH&ssid=95wirq10000000001609485821362
Bongga Prime/Nxt/ 2 /7 Wired Headset,3.8,₹189,₹999,81% off,https://www.flipkart.com/bongga-prime-nxt-2-7-wired-headset/p/itm716bcb3322766?pid=ACCFS256NKEM7KHN&lid=LSTACCFS256NKEM7KHNDEQMKR&marketplace=FLIPKART&srno=b_2_63&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCFS256NKEM7KHN.SEARCH&ssid=95wirq10000000001609485821362
Helokuki Re_alme X3 / XT / X2 / X2 Pro / Wired Headset,4,₹299,₹999,70% off,https://www.flipkart.com/helokuki-re-alme-x3-xt-x2-pro-wired-headset/p/itm071a7505ce807?pid=ACCFUADYWX2F2DA9&lid=LSTACCFUADYWX2F2DA94H0AHT&marketplace=FLIPKART&srno=b_2_64&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCFUADYWX2F2DA9.SEARCH&ssid=95wirq10000000001609485821362
Deparq Rea_lme Nrzo 20 Pro / Narzo 20 / 20A / 10 / 10A Wired Headset,4,₹299,₹999,70% off,https://www.flipkart.com/deparq-rea-lme-nrzo-20-pro-narzo-20a-10-10a-wired-headset/p/itmae6bfa078c691?pid=ACCFX94FENZYVDGR&lid=LSTACCFX94FENZYVDGRHG3UTT&marketplace=FLIPKART&srno=b_2_65&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCFX94FENZYVDGR.SEARCH&ssid=95wirq10000000001609485821362
Helokuki Re_alme 6 Pro / 6 / 5 Pro / 5S / 5i / C3 Wired Headset,4.2,₹279,₹999,72% off,https://www.flipkart.com/helokuki-re-alme-6-pro-5-5s-5i-c3-wired-headset/p/itma5b2024cbbc98?pid=ACCFT9GQB2GNBQN6&lid=LSTACCFT9GQB2GNBQN6BW9OQT&marketplace=FLIPKART&srno=b_2_66&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCFT9GQB2GNBQN6.SEARCH&ssid=95wirq10000000001609485821362
Envent Saber 300 BLK Bluetooth Headset,3,"₹1,499","₹2,999",50% off,https://www.flipkart.com/envent-saber-300-blk-bluetooth-headset/p/itm6e19832605765?pid=ACCF8G2TCHAEZXHK&lid=LSTACCF8G2TCHAEZXHK7TRGKU&marketplace=FLIPKART&srno=b_2_67&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCF8G2TCHAEZXHK.SEARCH&ssid=95wirq10000000001609485821362
Helokuki V_ivo V11 Pro/ V9/ V17/ NEX Wired Headset,3.9,₹278,₹999,72% off,https://www.flipkart.com/helokuki-v-ivo-v11-pro-v9-v17-nex-wired-headset/p/itm56b653a31dce7?pid=ACCFSWNMNQNWJDPP&lid=LSTACCFSWNMNQNWJDPPLZABK6&marketplace=FLIPKART&srno=b_2_68&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCFSWNMNQNWJDPP.SEARCH&ssid=95wirq10000000001609485821362
Gionee earphone Wired Headset,4.2,₹299,"₹1,299",76% off,https://www.flipkart.com/gionee-earphone-wired-headset/p/itm50fdd41733605?pid=ACCFWY4BEJH58HPE&lid=LSTACCFWY4BEJH58HPE6GGHYY&marketplace=FLIPKART&srno=b_2_69&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCFWY4BEJH58HPE.SEARCH&ssid=95wirq10000000001609485821362
Zebronics ZEB-BRO Wired Headset,3.6,₹157,₹299,47% off,https://www.flipkart.com/zebronics-zeb-bro-wired-headset/p/itm4eb1ce78d954d?pid=ACCFHECY3ZNGWSRH&lid=LSTACCFHECY3ZNGWSRHSFOL1A&marketplace=FLIPKART&srno=b_2_70&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCFHECY3ZNGWSRH.SEARCH&ssid=95wirq10000000001609485821362
Zebronics Zeb-Thunder(Blue) Bluetooth Headset,4,₹662,"₹1,199",44% off,https://www.flipkart.com/zebronics-zeb-thunder-blue-bluetooth-headset/p/itme9a5850a9660e?pid=ACCFBH83ZFXQHSPU&lid=LSTACCFBH83ZFXQHSPUDBFFET&marketplace=FLIPKART&srno=b_2_71&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCFBH83ZFXQHSPU.SEARCH&ssid=95wirq10000000001609485821362
Zebronics ZEB-THUNDER Bluetooth Headset,3.9,₹778,"₹1,199",35% off,https://www.flipkart.com/zebronics-zeb-thunder-bluetooth-headset/p/itm10d7266f45daf?pid=ACCFBB8BYKCCRBZH&lid=LSTACCFBB8BYKCCRBZH98IDP4&marketplace=FLIPKART&srno=b_2_72&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCFBB8BYKCCRBZH.SEARCH&ssid=95wirq10000000001609485821362
Envent Musique 20 W Home Theatre,3.8,"₹1,799","₹2,999",40% off,https://www.flipkart.com/envent-musique-20-w-home-theatre/p/itm3d93f967d7359?pid=ACCEW5D7KYPZVZEV&lid=LSTACCEW5D7KYPZVZEVJFQZ9T&marketplace=FLIPKART&srno=b_2_73&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=d7f6b243-57c5-4d83-b949-bad81bccccce.ACCEW5D7KYPZVZEV.SEARCH&ssid=95wirq10000000001609485821362
Zebronics cool20 Bluetooth Headset,3.7,₹322,₹499,35% off,https://www.flipkart.com/zebronics-cool20-bluetooth-headset/p/itm54b75150b2e0b?pid=ACCFE56MCTYMPBEJ&lid=LSTACCFE56MCTYMPBEJKP08RH&marketplace=FLIPKART&srno=b_3_81&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFE56MCTYMPBEJ.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Envent Reverb ET-SP21231 30 W Laptop/Desktop Speaker,3.9,"₹1,799","₹3,299",45% off,https://www.flipkart.com/envent-reverb-et-sp21231-30-w-laptop-desktop-speaker/p/itm49f4b3ceaf428?pid=ACCDUQSMJJPGJFDD&lid=LSTACCDUQSMJJPGJFDDA5SSKN&marketplace=FLIPKART&srno=b_3_82&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCDUQSMJJPGJFDD.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics BUDDY 5 W Bluetooth  Speaker,3.9,"₹1,160","₹1,699",31% off,https://www.flipkart.com/zebronics-buddy-5-w-bluetooth-speaker/p/itm15dcbc45f88e3?pid=ACCF2BQKNRGN5WPB&lid=LSTACCF2BQKNRGN5WPBFSGCLF&marketplace=FLIPKART&srno=b_3_83&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCF2BQKNRGN5WPB.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Olbon SPne 4 W Bluetooth  Speaker,4.2,₹373,"₹1,390",73% off,https://www.flipkart.com/olbon-spne-4-w-bluetooth-speaker/p/itm4ab0e25e465fe?pid=ACCFPZU9U5KFFDGX&lid=LSTACCFPZU9U5KFFDGXSL9WMP&marketplace=FLIPKART&srno=b_3_84&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_qs0R3%2Fq%2F4lCAiQ0hdxmq4O4NDqkBeP8O9WArsYs0yuDTkVoWzdhwQwpRj%2Br5LdeIpCTkhV96blXD18MVUO7AnA%3D%3D&ssid=6y1ddvdsnk0000001609485827606
Blaupunkt EM01 Wired Headset,4.2,₹399,"₹1,099",63% off,https://www.flipkart.com/blaupunkt-em01-wired-headset/p/itm7f806cf86b97d?pid=ACCFBMC5QAWFMSV6&lid=LSTACCFBMC5QAWFMSV6K7WSGG&marketplace=FLIPKART&srno=b_3_85&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFBMC5QAWFMSV6.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics WIRELESS ZEB-COOL 10 Bluetooth Headset,3.3,₹380,₹499,23% off,https://www.flipkart.com/zebronics-wireless-zeb-cool-10-bluetooth-headset/p/itme64f664c1bef9?pid=ACCFNPSYZQFH8T9R&lid=LSTACCFNPSYZQFH8T9RWRZORF&marketplace=FLIPKART&srno=b_3_86&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFNPSYZQFH8T9R.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics zEB-dISC Bluetooth Headset,4,₹869,"₹1,399",37% off,https://www.flipkart.com/zebronics-zeb-disc-bluetooth-headset/p/itm0a72590891edd?pid=ACCF4Z447SXKZFJP&lid=LSTACCF4Z447SXKZFJPU8HZLU&marketplace=FLIPKART&srno=b_3_87&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCF4Z447SXKZFJP.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Envent Melody 700 35 W Home Theatre,3,"₹1,999","₹4,299",53% off,https://www.flipkart.com/envent-melody-700-35-w-home-theatre/p/itm836dcfd5042b4?pid=ACCFKHP58ZHNNGXG&lid=LSTACCFKHP58ZHNNGXGHTPAN4&marketplace=FLIPKART&srno=b_3_88&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFKHP58ZHNNGXG.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics Happy Head Bluetooth Headset,3.4,"₹1,145","₹1,999",42% off,https://www.flipkart.com/zebronics-happy-head-bluetooth-headset/p/itm5b1db9a277161?pid=ACCEBEPAKPCCZ5YY&lid=LSTACCEBEPAKPCCZ5YYHUTN1I&marketplace=FLIPKART&srno=b_3_89&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCEBEPAKPCCZ5YY.SEARCH&ssid=6y1ddvdsnk0000001609485827606
QOR9 WAVEBASS Bluetooth Headset,3.8,"₹1,899","₹2,999",36% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itmf1a1c49b90048?pid=ACCFVF6YSUUSFDDE&lid=LSTACCFVF6YSUUSFDDEIAC9GA&marketplace=FLIPKART&srno=b_3_90&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_qs0R3%2Fq%2F4lCAiQ0hdxmq4O4NDqkBeP8O9WArsYs0yuANxuAVLtOiih8sFQwsf24X%2Fff2FEOOs2B%2BwRj5QWRVEA%3D%3D&ssid=6y1ddvdsnk0000001609485827606
Blaupunkt BT-01 3 W Portable Bluetooth  Speaker,4,"₹1,199","₹2,499",52% off,https://www.flipkart.com/blaupunkt-bt-01-3-w-portable-bluetooth-speaker/p/itm7b152277e2fe0?pid=ACCEVUFCJJT2EZWA&lid=LSTACCEVUFCJJT2EZWAJQGKBA&marketplace=FLIPKART&srno=b_3_91&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCEVUFCJJT2EZWA.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics AIR ONE Bluetooth Headset without Mic,4,₹860,₹990,13% off,https://www.flipkart.com/zebronics-air-one-bluetooth-headset-without-mic/p/itm560ad06447e01?pid=ACCESURBJTJYEHJD&lid=LSTACCESURBJTJYEHJDRUTNKB&marketplace=FLIPKART&srno=b_3_92&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCESURBJTJYEHJD.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics ZEB-JOY BT EARPHONE Bluetooth Headset,3.7,"₹1,399",₹999,14% off,https://www.flipkart.com/zebronics-zeb-joy-bt-earphone-bluetooth-headset/p/itm0bc1beeb2a428?pid=ACCFJ3F9BGAGPZH3&lid=LSTACCFJ3F9BGAGPZH3ZFHB4G&marketplace=FLIPKART&srno=b_3_93&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFJ3F9BGAGPZH3.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics Pine Bluetooth Headset,3.5,₹855,"₹4,599",63% off,https://www.flipkart.com/zebronics-pine-bluetooth-headset/p/itm62d2b3c36b9e7?pid=ACCEZEZFPPH92HCY&lid=LSTACCEZEZFPPH92HCYHT2DSV&marketplace=FLIPKART&srno=b_3_94&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCEZEZFPPH92HCY.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Tiitan DY50 10 W Bluetooth Laptop/Desktop Speaker,3.8,"₹1,690","₹2,999",36% off,https://www.flipkart.com/tiitan-dy50-10-w-bluetooth-laptop-desktop-speaker/p/itm3e7d5ba676994?pid=ACCFG2WAG3RRZF8Y&lid=LSTACCFG2WAG3RRZF8YCDNOKC&marketplace=FLIPKART&srno=b_3_95&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFG2WAG3RRZF8Y.SEARCH&ssid=6y1ddvdsnk0000001609485827606
QOR9 WAVEBASS Bluetooth Headset,5,"₹1,899","₹1,299",69% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itm02dd7dca9c53b?pid=ACCFVF6Y2RRRUM49&lid=LSTACCFVF6Y2RRRUM49ZK6JJN&marketplace=FLIPKART&srno=b_3_96&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFVF6Y2RRRUM49.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Barwa BW304 Bluetooth Headphone Bluetooth Headset,3.4,₹399,₹385,9% off,https://www.flipkart.com/barwa-bw304-bluetooth-headphone-headset/p/itm87b55c7dc470f?pid=ACCF4PFCZAVEV3RY&lid=LSTACCF4PFCZAVEV3RYWUSWCN&marketplace=FLIPKART&srno=b_3_97&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCF4PFCZAVEV3RY.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics ZEB-BH515 Bluetooth Headset,4.2,₹349,"₹3,999",69% off,https://www.flipkart.com/zebronics-zeb-bh515-bluetooth-headset/p/itm03f87aec48af4?pid=ACCF2ZCFW4PYJWXQ&lid=LSTACCF2ZCFW4PYJWXQI2RBIT&marketplace=FLIPKART&srno=b_3_98&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCF2ZCFW4PYJWXQ.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Tiitan TY52 10 W Bluetooth  Speaker,3.6,"₹1,210","₹1,199",25% off,https://www.flipkart.com/tiitan-ty52-10-w-bluetooth-speaker/p/itm42ee57e4a4850?pid=ACCFG2WAHQ3WGMZA&lid=LSTACCFG2WAHQ3WGMZAH7QRMF&marketplace=FLIPKART&srno=b_3_99&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFG2WAHQ3WGMZA.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Zebronics ZEB-FAITH Bluetooth Headset,4.2,₹890,₹999,50% off,https://www.flipkart.com/zebronics-zeb-faith-bluetooth-headset/p/itma771d9b2a773c?pid=ACCF2F8Z72YZDM7Q&lid=LSTACCF2F8Z72YZDM7QAP7SIJ&marketplace=FLIPKART&srno=b_3_100&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCF2F8Z72YZDM7Q.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Envent Beatz 307 Wired Headset,3.2,₹499,"₹4,390",61% off,https://www.flipkart.com/envent-beatz-307-wired-headset/p/itmabb02641f8718?pid=ACCFDKAY7TMUWSVK&lid=LSTACCFDKAY7TMUWSVK5CPXMI&marketplace=FLIPKART&srno=b_3_101&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFDKAY7TMUWSVK.SEARCH&ssid=6y1ddvdsnk0000001609485827606
Edifier R101PF Bluetooth Home Theatre,3.8,"₹1,701",₹499,70% off,https://www.flipkart.com/edifier-r101pf-bluetooth-home-theatre/p/itm3a84c9a2e3183?pid=HTHF2Q4F7THEXSJA&lid=LSTHTHF2Q4F7THEXSJA2JM5AR&marketplace=FLIPKART&srno=b_3_102&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.HTHF2Q4F7THEXSJA.SEARCH&ssid=6y1ddvdsnk0000001609485827606
ShutterBugs DX-700 Universal Earphones with Mic Wired Headset,3.7,₹149,₹999,33% off,https://www.flipkart.com/shutterbugs-dx-700-universal-earphones-mic-wired-headset/p/itm69c8dce717d1b?pid=ACCFF3PNZUPZUXGC&lid=LSTACCFF3PNZUPZUXGCDBAQ49&marketplace=FLIPKART&srno=b_3_103&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=ec77b042-d1d1-418d-a83c-350c62dcdc78.ACCFF3PNZUPZUXGC.SEARCH&ssid=6y1ddvdsnk0000001609485827606
